0,1,2,3,4,5,6
E803.2,E803,E800-E807.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E854.0,E854,E850-E858.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E937.5,E937,E930-E949.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E835.4,E835,E830-E838.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E933.2,E933,E930-E949.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E895,E890-E899.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E823.2,E823,E820-E825.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E805.1,E805,E800-E807.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E939.4,E939,E930-E949.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E939.2,E939,E930-E949.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E979.8,E979,E979-E979.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E869.8,E869,E860-E869.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E931.8,E931,E930-E949.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E919.9,E919,E916-E928.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E872.6,E872,E870-E876.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E865.0,E865,E860-E869.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E993.1,E993,E990-E999.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E993.3,E993,E990-E999.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E958.7,E958,E950-E959.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E883.1,E883,E880-E888.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E823.7,E823,E820-E825.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E823.5,E823,E820-E825.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E939.9,E939,E930-E949.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E829.9,E829,E826-E829.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E885.0,E885,E880-E888.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E953.0,E953,E950-E959.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E930.3,E930,E930-E949.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E930.5,E930,E930-E949.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E006.9,E006,E001-E030.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
